seq	xt	in_code	name
0x91	0x00025a88	1	_"TOP-MESSAGE
0x9e	0x00025aec	1	ZMESSAGE
0xae	0x00025b64	0	MSGFONT
0xaf	0x00025b80	0	EXTENTX
0xb0	0x00025b90	0	EXTENTY
0xb2	0x00025ba0	0	&INFORECT
0xb4	0x00025bb0	0	TIPCOLOR
0xb6	0x00025bcc	0	FWIDTH
0xb7	0x00025bd4	0	FHEIGHT
0xac	0x00026064	0	INFOWINDOW
0x7	0x00026398	1	CALLWINDOWPROC
0xf	0x000263fc	0	&BINFO
0x10	0x0002640c	0	&BUTTONRECT
0x12	0x00026420	0	&CURSORPOINT
0x14	0x0002642c	0	MAX-BINFO
0x16	0x00026434	1	BUTTONINFO"
0x1d	0x000264c0	0	INFO-FLAG
0x1e	0x000264d0	0	MOUSE-IS-DOWN?
0x20	0x000264e0	1	GET-MOUSE-XY
0x26	0x00026580	1	IN-BUTTON?
0x2f	0x00026600	0	CONTROL
0x3b	0x0002663c	0	THUNK
0x3c	0x0002664c	0	OLD-WNDPROC
0x3e	0x0002665c	0	PARENT
0x3f	0x0002666c	0	ID
0x40	0x0002667c	0	TITLE
0x41	0x0002668c	0	HANDLEOFPARENT
0x42	0x0002669c	0	HORIZONTAL
0x43	0x000266ac	0	VERTICAL
0x44	0x000266bc	0	TIMERING?
0x45	0x000266cc	0	TIMERCLOSED?
0x46	0x000266dc	0	AUTO-CLOSE?
0x47	0x000266ec	0	BINFO
0x49	0x000266fc	0	UNIQUE-ID#
0x4b	0x0002670c	1	UNIQUE-ID
0x51	0x0002672c	1	_SUBCLASS-WNDPROC
0x64	0x000267d8	1	SUBCLASS
0x7e	0x00026908	0	GETHANDLEOFPARENT:
0x97	0x000269dc	0	CREATESTRUCT:
0x9b	0x00026a00	1	CREATE-CONTROL
0xad	0x00026ac4	0	INFO_START_TIMER
0xae	0x00026acc	0	INFO_END_TIMER
0xaf	0x00026ad4	0	INFO_CLOSE_TIMER
0xb1	0x00026adc	1	CLEAR-INFO
0xb9	0x00026b70	0	BINFO:
0xbd	0x00026b98	0	SETAUTOCLOSE:
0xc1	0x00026bbc	0	GETAUTOCLOSE:
0xc5	0x00026be0	0	WM_TIMER
0xea	0x00026e30	0	AMFORGROUND?:
0xee	0x00026e54	0	ON_MOUSEMOVE:
0x10	0x00026fcc	0	EDITCONTROL
0x14	0x00027008	0	PWMCHAR
0x15	0x00027018	0	PWMKEYDOWN
0x16	0x00027028	0	PWMKILLFOCUS
0x18	0x00027038	0	CLIENTRECT
0x34	0x00027114	0	SETWMCHAR:
0x38	0x0002713c	0	SETWMKEYDOWN:
0x3c	0x00027164	0	SETWMKILLFOCUS:
0x40	0x0002718c	0	SUBCLASS:
0x70	0x000272c0	0	WM_SETCURSOR
0x7e	0x000273dc	0	COMBOCONTROL
0x80	0x00027418	0	COMBOEDIT
0x9f	0x00027504	0	INSERTSTRING:
0xb5	0x0002762c	0	GETSTRING:
0xbd	0x000276a0	0	GETCOUNT:
0xd1	0x000277b4	0	COMBOLISTCONTROL
0xda	0x00027818	0	LISTCONTROL
0xea	0x000278c0	0	GROUPCONTROL
0xf7	0x00027954	0	STATICCONTROL
0xff	0x000279c0	0	CHECKCONTROL
0x10e	0x00027a58	0	RADIOCONTROL
0x11d	0x00027af0	0	BUTTONCONTROL
0x11f	0x00027b2c	0	BUTTONFUNC
0x126	0x00027b6c	0	SETFUNC:
0x142	0x00027c38	0	DIALOG-LINK
0x145	0x00027c40	0	DIALOGWINDOW
0x147	0x00027c7c	1	TRIM-DIALOGS
0x152	0x00027ce0	1	DODIALOGMSG
0x5	0x00027dd8	0	DEFBWIDTH
0x6	0x00027de8	0	DEFBHEIGHT
0xa	0x00027df8	0	BUTTON
0xc	0x00027e34	0	BPREV
0xd	0x00027e44	0	BFUNC
0xe	0x00027e54	0	BHEIGHT
0xf	0x00027e64	0	BWIDTH
0x18	0x00027ed8	0	SETPREV:
0x19	0x00027f00	0	GETPREV:
0x1b	0x00027f28	0	GETBWIDTH:
0x1f	0x00027f50	0	SETBWIDTH:
0x23	0x00027f78	0	GETBHEIGHT:
0x27	0x00027fa0	0	SETBHEIGHT:
0x39	0x00028084	0	REMOVEFOCUS:
0x3d	0x000280a8	0	DOBUTTON:
0x44	0x000280f4	0	ON_LBUTTONUP:
0x56	0x00028178	0	BUILDBAR
0x5c	0x00028188	0	GENERIC-BUTTONBAR
0x60	0x000281c4	0	HBB
0x61	0x000281d4	0	HB
0x62	0x000281e4	0	BID
0x63	0x000281f4	0	BCNT
0x65	0x00028204	0	FLOATBAR
0x74	0x0002828c	0	GETBAR:
0x75	0x000282b4	0	PUTBAR:
0x77	0x000282dc	0	GETBCNT:
0x78	0x00028304	0	PUTBCNT:
0x7a	0x0002832c	0	NEXTBID:
0x7d	0x0002835c	0	SETBUTTONWIDTH:
0x7e	0x00028380	0	SETBUTTONHEIGHT:
0x80	0x000283a4	0	ON_BUTTON:
0xc7	0x000286a4	0	VBUTTONBAR
0xca	0x000286e0	0	BVOFFSET
0xe1	0x00028814	1	BUTTON+V
0xf5	0x000288f4	0	BHBUTTONBAR
0xf8	0x00028930	0	BHOFFSET
0x10e	0x00028a54	1	BUTTON+H
0x120	0x00028b34	0	HBUTTONBAR
0x123	0x00028b70	0	BHOFFSET
0x138	0x00028c78	1	BUTTON+H
0x155	0x00028d58	0	LRBUTTONBAR
0x16a	0x00028ec0	0	GETORIGIN:
0x185	0x00028fcc	0	ADDBUTTON
0x1a0	0x00029168	0	1/1
0x1a1	0x00029170	0	1/4
0x1a2	0x00029178	0	2/4
0x1a3	0x00029180	0	3/4
0x1a4	0x00029188	0	4/4
0x1a5	0x00029190	0	1/2
0x1a6	0x00029198	0	2/2
0x1a8	0x000291a0	0	ADDXYBUTTON
0x1aa	0x000291dc	0	BX
0x1ab	0x000291ec	0	BY
0x1de	0x00029554	0	HSPACE
0x1ff	0x000296e8	0	BMPHEADER
0x206	0x000296fc	0	SIZEOF(BMPHEADER)
0x208	0x00029704	0	BMPINFOHEADER
0x217	0x00029730	0	SIZEOF(BMPINFOHEADER)
0x219	0x00029738	0	BMPRECT
0x21f	0x0002974c	0	SIZEOF(RGBQUAD)
0x221	0x00029754	0	SIZEOF(BMPBITMAP)
0x222	0x0002975c	0	BMPBITMAP
0x226	0x00029778	0	DEFTOOLHEIGHT
0x227	0x00029788	0	DEFTOOLWIDTH
0x228	0x00029798	0	DEFTOOLSPACING
0x22e	0x000297a8	0	TOOLBAR
0x230	0x000297e4	0	BHOFFSET
0x231	0x000297f4	0	BVOFFSET
0x232	0x00029804	0	TOOLWIDTH
0x233	0x00029814	0	TOOLHEIGHT
0x234	0x00029824	0	TOOL-SPACING
0x235	0x00029834	0	BAR-NAME
0x236	0x00029844	0	STARTED?
0x237	0x00029854	0	BMP-ADR
0x238	0x00029864	0	BMP-LEN
0x239	0x00029874	0	BMP-OFF
0x23a	0x00029884	0	PICTURE-BITMAP
0x23b	0x00029894	0	PREV-BITMAP
0x23d	0x000298a4	0	PICTURE-DC
0x23e	0x000298c0	0	TEMPRECT
0x240	0x000298dc	0	BORDER-WIDTH
0x241	0x000298e4	0	VERTICAL-OFFSET
0x242	0x000298ec	0	HORIZONTAL-OFFSET
0x25b	0x00029a64	1	READ-BMP
0x261	0x00029ad8	0	GETWINDC:
0x28e	0x00029cf4	1	BUTTON+H
0x308	0x0002a548	0	PICTUREBUTTON
0x30a	0x0002a584	0	PICTURE-NUMBER
0x323	0x0002a73c	0	&PS
0x34e	0x0002a8f4	0	EDITFIELD
0x350	0x0002a930	0	BPREV
0x351	0x0002a940	0	EDITWIDTH
0x352	0x0002a950	0	EDITHEIGHT
0x38b	0x0002ab8c	0	COMBOFIELD
0x38d	0x0002abc8	0	BPREV
0x38e	0x0002abd8	0	BHEIGHT
0x38f	0x0002abe8	0	COMBOWIDTH
0x390	0x0002abf8	0	COMBOHEIGHT
0x3a2	0x0002aca4	0	SETHEIGHT:
0x16	0x0002ae68	1	DIALOGID?
0x1c	0x0002aeac	1	?DLGERR
0x1f	0x0002aee4	1	FIND-DIALOG-ID
0x30	0x0002af90	1	READ-DIALOG
0x3c	0x0002b028	0	LD-BUF
0x3e	0x0002b078	1	LOAD-DIALOG
0x50	0x0002b194	0	DIALOG
0x52	0x0002b1d0	1	(DIALOGPROC)
0x71	0x0002b294	0	DIALOGPROC
0x77	0x0002b2a8	1	RUN-DIALOG
0x93	0x0002b470	0	GETTEMPLATE:
0x95	0x0002b478	0	ENDDIALOG:
0x99	0x0002b4c4	1	END-DIALOG
0x9f	0x0002b4e8	0	WM_INITDIALOG
0xa8	0x0002b57c	0	ON_COMMAND:
0xbb	0x0002b5e4	0	MODELESS-LINK
0xbe	0x0002b5ec	0	MODELESSDIALOG
0xc0	0x0002b628	0	HTEMPLATE
0xc2	0x0002b638	1	TRIM-MODELESS
0xda	0x0002b718	0	ORIGIN:
0xe2	0x0002b77c	1	RUN-MODELESS-DIALOG
0x115	0x0002ba84	1	DOMODELESSMSG
0x26	0x0002bb5c	0	\N->CRLFW
0x28	0x0002bb6c	1	,"W
0x32	0x0002bc24	1	(("W))
0x3e	0x0002bc48	1	(C"W)
0x42	0x0002bc60	1	(S"W)
0x64	0x0002bc80	1	"PARSE-TEXT"
0x7d	0x0002bdf8	1	ANSI>WIDECHAR
0x96	0x001bbd84	0	BEGIN-RESSOURCE
0x9d	0x001bbde4	0	END-RESSOURCE
0xa6	0x001bbe48	0	STYLEFLAGS
0xa8	0x001bbe74	0	POINTSIZE
0xa9	0x001bbea0	0	FONTNAME
0xaa	0x001bbfc0	0	CAPTION
0xac	0x001bc0e8	0	DIALOG-CAPTION
0xb4	0x001bc164	0	DIALOG-FONT
0xbe	0x001bc1fc	0	BEGIN-DIALOG
0xdf	0x001bc4c0	0	END-DIALOG
0xea	0x0002be68	0	CLASS_BUTTON
0xeb	0x0002be70	0	CLASS_EDIT
0xec	0x0002be78	0	CLASS_STATIC
0xed	0x0002be80	0	CLASS_LISTBOX
0xee	0x0002be88	0	CLASS_SCROLLBAR
0xef	0x0002be90	0	CLASS_COMBOBOX
0xf6	0x001bc5ec	0	GENERIC_CONTROL
0x113	0x001bc74c	0	ACONTROL
0x133	0x001bc87c	0	DEFPUSHBUTTON
0x144	0x001bc91c	0	EDITTEXT
0x155	0x001bc9c0	0	MLETEXT
0x164	0x001bca70	0	CHECKBOX
0x173	0x001bcb14	0	AUTOCHECKBOX
0x182	0x001bcbb4	0	RADIOBUTTON
0x193	0x001bcc68	0	GROUPBOX
0x1a1	0x001bccf8	0	LISTBOX
0x1b2	0x001bcd8c	0	COMBOBOX
0x1d1	0x001bcec0	0	LTEXT
0x1e0	0x001bcf5c	0	RTEXT
0x1ef	0x001bcff8	0	ICON
0x7	0x0002be98	0	FORTHDLG
0x1	0x0002ceec	0	IDD_FONTDLG
0x2	0x0002cef4	0	IDD_FONT
0x3	0x0002cefc	0	IDD_CHECK
0x4	0x0002cf04	0	IDD_TEXT
0x5	0x0002cf0c	0	IDD_ABOUT_FORTH
0x6	0x0002cf14	0	IDD_ABOUT_TEXT
0x7	0x0002cf1c	0	IDD_ABOUT_TEXT2
0x8	0x0002cf24	0	IDD_SAVE_MEMORY
0x9	0x0002cf2c	0	IDD_AVAIL
0xa	0x0002cf34	0	IDD_AVAIL_MEMORY
0xb	0x0002cf3c	0	IDD_PAGEUP
0xc	0x0002cf44	0	IDD_2UP
0xd	0x0002cf4c	0	IDD_4UP
0xe	0x0002cf54	0	IDD_TITLE_TEXT
0xf	0x0002cf5c	0	IDD_EDIT_TEXT
0x10	0x0002cf64	0	IDD_PROMPT_TEXT
0x11	0x0002cf6c	0	IDD_EDIT_DIALOG
0x12	0x0002cf74	0	IDB_OPTION
0x13	0x0002cf7c	0	IDD_REPLACE_DIALOG
0x14	0x0002cf84	0	IDD-PROMPT_TEXT2
0x15	0x0002cf8c	0	IDD_EDIT_TEXT2
0x16	0x0002cf94	0	IDD_EDIT2_DIALOG
0x17	0x0002cf9c	0	IDD-PROMPT2_TEXT
0x18	0x0002cfa4	0	IDD_EDIT2_TEXT
0x19	0x0002cfac	0	IDOK2
0x1a	0x0002cfb4	0	IDD_PROMPT2_TEXT
0x1b	0x0002cfbc	0	IDOK3
0x1c	0x0002cfc4	0	IDD_AVAIL_APPMEMORY
0x1d	0x0002cfcc	0	IDD_AVAIL_SYSMEMORY
0x1e	0x0002cfd4	0	IDD_START_ADDRESS
0xf	0x0002d018	0	FONTNAME
0x11	0x0002d028	0	TEMPLATE
0xd	0x0002d26c	0	FONT-DIALOG
0x38	0x0002d300	0	BUILTBY
0x3d	0x001bd504	0	.VERSION
0x42	0x001bd5d4	0	NEXT-VERSION
0x60	0x0002d318	0	&ABOUT-VERSION
0x62	0x0002d328	0	ABOUT-MSG
0x6c	0x0002d38c	0	ABOUT-LEN
0x6e	0x0002d394	0	ABOUT-MSG2
0x76	0x0002d488	0	ABOUT-LEN2
0x7a	0x0002d4cc	0	TEMPLATE
0x7c	0x0002d4d4	1	INIT_VERSION
0x78	0x0002d6e8	0	ABOUT-FORTH-DIALOG
0x9a	0x0002d6fc	1	ABOUT-WIN32FORTH
0xa1	0x0002d75c	0	TEMPLATE
0xa3	0x0002d764	0	SYSMEM
0xa4	0x0002d774	0	APPMEM
0xa5	0x0002d784	0	ORIGIN
0xb4	0x0002d8a0	0	GETAPPMEM:
0xb8	0x0002d8c4	0	SETAPPMEM:
0xbc	0x0002d8e8	0	GETSYSMEM:
0xc0	0x0002d90c	0	SETSYSMEM:
0x9f	0x0002db3c	0	SAVE-MEMORY-DIALOG
0xe5	0x0002db5c	1	SAVE-FORTH
0xfb	0x0002dc5c	0	NEWEDITDIALOG
0xfd	0x0002dc98	0	TEMPLATE
0xff	0x0002dca0	0	SZTEXT
0x100	0x0002dcb0	0	SZTITLE
0x101	0x0002dcc0	0	SZPROMPT
0x102	0x0002dcd0	0	SZDOIT
0x103	0x0002dce0	0	SZCANCEL
0x104	0x0002dcf0	0	SZOPTION
0x105	0x0002dd00	0	OPTIONSTATE
0x13e	0x0002e000	0	FINDTEXTDLG
0x140	0x0002e06c	0	FIND-BUF
0x143	0x0002e174	1	FIND-TEXT-EDIT
0xd	0x001bdb80	0	DEFAULT-16BIT?
0xf	0x001bdbb0	0	DEFAULT-16BIT
0x12	0x001bdbec	0	DEFAULT-32BIT
0x15	0x001bdc24	0	SHOW-NAME
0x17	0x001bdc50	0	BASE-ADDR
0x19	0x001bdc80	0	DISASSEMBLER
0x22	0x001bdd34	0	S-BUF
0x24	0x001bde50	0	>S
0x27	0x001bde80	0	0>S
0x2a	0x001bdeb4	0	SSPACES
0x2d	0x001bdef8	0	SSPACE
0x30	0x001bdf2c	0	EMIT>S
0x33	0x001bdf5c	0	S>
0x36	0x001bdf94	0	(.S")
0x3c	0x001be01c	0	D.R>S
0x3f	0x001be06c	0	.R>S
0x42	0x001be0b0	0	U.R>S
0x45	0x001be0ec	0	H.>S
0x48	0x001be154	0	H.R>S
0x4d	0x001be1e4	0	.ID>S
0x50	0x001be21c	0	.NAME>S
0x56	0x001be2a8	0	?.NAME>S
0x5f	0x001be304	0	COMMENT-COL
0x61	0x001be324	0	SIZE
0x62	0x001be350	0	16-BIT-DATA
0x63	0x001be37c	0	16-BIT-ADDR
0x64	0x001be3a8	0	PREFIX-OP
0x65	0x001be3d0	0	MMX-REG
0x67	0x001be3f4	0	@+
0x68	0x001be428	0	W@+
0x6a	0x001be460	0	SEXT
0x6b	0x001be4a0	0	MOD/SIB
0x70	0x001be4e0	0	???
0x73	0x001be514	0	SS.
0x75	0x001be56c	0	TTTN
0x77	0x001be5cc	0	SREG
0x78	0x001be620	0	CREG
0x79	0x001be67c	0	DREG
0x7a	0x001be6d8	0	TREG
0x7b	0x001be734	0	MREG
0x7d	0x001be78c	0	REG8
0x7e	0x001be7dc	0	REG16
0x7f	0x001be82c	0	REG32
0x80	0x001be888	0	REG16/32
0x85	0x001be8cc	0	REG
0x8e	0x001be934	0	[BASE16]
0x90	0x001be984	0	[IND16]
0x92	0x001be9e0	0	[REG16]
0x96	0x001bea28	0	[REG32]
0xa7	0x001bea90	0	[REG*2]
0xa8	0x001beb08	0	[REG*4]
0xa9	0x001beb80	0	[REG*8]
0xaa	0x001bebf8	0	[INDEX]
0xb4	0x001bec9c	0	DISP8
0xb5	0x001becd4	0	DISP16
0xb6	0x001bed10	0	DISP32
0xb7	0x001bed50	0	DISP16/32
0xbd	0x001bed94	0	.,
0xbf	0x001bedc4	0	.#
0xc1	0x001bedfc	0	IMM8
0xc5	0x001bee3c	0	IMM16/32
0xcb	0x001bee8c	0	SIB
0xe8	0x001bef5c	0	MOD-R/M32
0xf9	0x001bf04c	0	MOD-R/M16
0x104	0x001bf134	0	MOD-R/M
0x125	0x001bf184	0	R/M8
0x126	0x001bf1c0	0	R/M16/32
0x127	0x001bf1f8	0	R/M16
0x129	0x001bf230	0	R,R/M
0x12c	0x001bf274	0	R/M,R
0x12f	0x001bf2c4	0	R/M
0x134	0x001bf304	0	INH
0x13a	0x001bf390	0	CLC
0x13b	0x001bf3ac	0	STC
0x13c	0x001bf3c8	0	CLD
0x13d	0x001bf3e4	0	STD
0x140	0x001bf400	0	CBW
0x141	0x001bf41c	0	CDQ
0x142	0x001bf438	0	DAA
0x143	0x001bf454	0	DAS
0x144	0x001bf470	0	AAA
0x145	0x001bf48c	0	AAS
0x147	0x001bf4a8	0	INB
0x148	0x001bf4c8	0	OSB
0x149	0x001bf4e8	0	SAH
0x14a	0x001bf508	0	LAH
0x14d	0x001bf528	0	HLT
0x14e	0x001bf544	0	CMC
0x14f	0x001bf560	0	XLT
0x150	0x001bf580	0	CLI
0x151	0x001bf59c	0	STI
0x153	0x001bf5b8	0	CLT
0x154	0x001bf5d8	0	INV
0x155	0x001bf5f8	0	WIV
0x156	0x001bf618	0	UD2
0x157	0x001bf634	0	WMR
0x158	0x001bf654	0	RTC
0x159	0x001bf674	0	RMR
0x15a	0x001bf694	0	RPC
0x15b	0x001bf6b4	0	EMS
0x15c	0x001bf6d4	0	RSM
0x15d	0x001bf6f0	0	CPU
0x15e	0x001bf710	0	UD1
0x16b	0x001bf72c	0	AAM
0x16e	0x001bf768	0	AAD
0x171	0x001bf7a4	0	D16
0x177	0x001bf7ec	0	A16
0x17d	0x001bf834	0	RPZ
0x182	0x001bf870	0	REP
0x187	0x001bf8ac	0	LOK
0x18c	0x001bf8e8	0	CS:
0x191	0x001bf924	0	DS:
0x196	0x001bf960	0	SS:
0x19b	0x001bf99c	0	ES:
0x1a0	0x001bf9d8	0	GS:
0x1a5	0x001bfa14	0	FS:
0x1aa	0x001bfa50	0	ISD
0x1b0	0x001bfaac	0	OSD
0x1b6	0x001bfb0c	0	INP
0x1c0	0x001bfba0	0	OTP
0x1ca	0x001bfc44	0	IND
0x1d4	0x001bfcd0	0	OTD
0x1e0	0x001bfd60	0	.ALU
0x1e3	0x001bfdbc	0	ALU
0x1e6	0x001bfdf0	0	ALI
0x1fc	0x001bff30	0	ALA
0x203	0x001bff90	0	TXB
0x20b	0x001c0018	0	TST
0x218	0x001c00a8	0	INC
0x21b	0x001c00e4	0	DEC
0x221	0x001c0120	0	PSH
0x224	0x001c015c	0	POP
0x227	0x001c0198	0	PSS
0x22a	0x001c01d4	0	PPS
0x22d	0x001c0210	0	PSA
0x233	0x001c026c	0	PPA
0x239	0x001c02c8	0	PSI
0x23f	0x001c031c	0	PSF
0x245	0x001c0378	0	PPF
0x24b	0x001c03d4	0	8F.
0x250	0x001c0418	0	MOV
0x253	0x001c0454	0	MRI
0x259	0x001c04b0	0	MVI
0x261	0x001c0514	0	MRS
0x26b	0x001c0588	0	MSR
0x274	0x001c05fc	0	MRC
0x279	0x001c0654	0	MCR
0x27e	0x001c06ac	0	MRD
0x283	0x001c0704	0	MDR
0x288	0x001c075c	0	MRT
0x28e	0x001c07b4	0	MTR
0x294	0x001c080c	0	MV1
0x29e	0x001c0898	0	MV2
0x2a9	0x001c0920	0	LEA
0x2ac	0x001c0968	0	LXS
0x2b4	0x001c09c4	0	BND
0x2b7	0x001c0a0c	0	ARP
0x2be	0x001c0a5c	0	MLI
0x2c7	0x001c0ac4	0	REL8
0x2ca	0x001c0b0c	0	REL16/32
0x2d0	0x001c0b70	0	JSR
0x2d3	0x001c0bac	0	JMP
0x2d6	0x001c0c04	0	.JXX
0x2d9	0x001c0c44	0	BRA
0x2dc	0x001c0c74	0	LUP
0x2df	0x001c0cd8	0	LBR
0x2e2	0x001c0d08	0	RTN
0x2e7	0x001c0d58	0	RTF
0x2ec	0x001c0da8	0	ENT
0x2ef	0x001c0dfc	0	CIS
0x2fa	0x001c0e98	0	NT3
0x2fe	0x001c0ed0	0	INT
0x302	0x001c0f14	0	LEV
0x303	0x001c0f34	0	IRT
0x304	0x001c0f54	0	NTO
0x308	0x001c0f74	0	STR
0x30a	0x001c0fe4	0	MVS
0x30b	0x001c1004	0	CPS
0x30c	0x001c1024	0	STS
0x30d	0x001c1044	0	LDS
0x30e	0x001c1064	0	SCS
0x312	0x001c1084	0	XGA
0x31b	0x001c10c8	0	.SHIFT
0x31e	0x001c1124	0	SHF
0x32b	0x001c11d4	0	WF1
0x337	0x001c12a0	0	WF2
0x33e	0x001c1338	0	WF3
0x345	0x001c13d8	0	WF4
0x34b	0x001c1448	0	FWAITOPS
0x353	0x001c14dc	0	W8F
0x359	0x001c153c	0	FALU1
0x35e	0x001c15b0	0	FALU5
0x363	0x001c1624	0	STI.
0x36a	0x001c166c	0	FD8
0x374	0x001c16f8	0	FDC
0x37b	0x001c1774	0	FNULLARY-F
0x384	0x001c1848	0	FNULLARY-E
0x38d	0x001c191c	0	FNULLARY
0x3a0	0x001c1998	0	FD9
0x3b9	0x001c1b50	0	FALU3
0x3be	0x001c1bcc	0	FCMOVA
0x3c3	0x001c1c44	0	FDA
0x3cc	0x001c1cd4	0	FALU7
0x3d1	0x001c1d48	0	FDE
0x3da	0x001c1dd4	0	FCMOVB
0x3df	0x001c1e54	0	FDB
0x3f1	0x001c1fc4	0	FALU6
0x3f6	0x001c2038	0	FDD
0x405	0x001c2180	0	FDF
0x41c	0x001c236c	0	GP6
0x421	0x001c23e8	0	GP7
0x429	0x001c2490	0	BTX.
0x42d	0x001c24e4	0	GP8
0x431	0x001c2524	0	LAR
0x434	0x001c2560	0	LSL
0x437	0x001c259c	0	LSS
0x43a	0x001c25d8	0	LFS
0x43d	0x001c2614	0	LGS
0x440	0x001c2650	0	BTX
0x443	0x001c2680	0	SLI
0x446	0x001c26c4	0	SRI
0x449	0x001c2708	0	SLC
0x44c	0x001c2754	0	SRC
0x44f	0x001c27a0	0	IML
0x452	0x001c27dc	0	CXC
0x455	0x001c2824	0	MVX
0x468	0x001c2928	0	XAD
0x46b	0x001c2970	0	BSF
0x46e	0x001c29ac	0	BSR
0x471	0x001c29e8	0	CX8
0x474	0x001c2a30	0	BSP
0x4d4	0x001c2a6c	0	F6.
0x4e1	0x001c2b28	0	FE.
0x4ee	0x001c2be8	0	FF.
0x51b	0x001c2d98	0	SET
0x520	0x001c2de4	0	CMV
0x527	0x001c2e3c	0	MMX-SIZE
0x52a	0x001c2e7c	0	UPL
0x52d	0x001c2ed8	0	UPH
0x530	0x001c2f34	0	CGT
0x533	0x001c2f70	0	CEQ
0x536	0x001c2fb0	0	PSH.
0x53e	0x001c3038	0	GPA
0x541	0x001c3094	0	PUW
0x544	0x001c30d0	0	PSB
0x547	0x001c310c	0	PSW
0x54a	0x001c3148	0	MPD
0x551	0x001c31bc	0	MDP
0x558	0x001c3238	0	MPQ
0x55b	0x001c3274	0	MQP
0x55e	0x001c32b0	0	SHX
0x561	0x001c32f0	0	MLL
0x564	0x001c332c	0	MLH
0x567	0x001c3368	0	MAD
0x56a	0x001c33a4	0	SUS
0x56d	0x001c33e0	0	SBS
0x570	0x001c3424	0	SUB
0x573	0x001c346c	0	AUS
0x576	0x001c34a8	0	ADS
0x579	0x001c34ec	0	ADD
0x57c	0x001c3534	0	PAD
0x57f	0x001c3570	0	POR
0x582	0x001c35ac	0	PAN
0x585	0x001c35e8	0	PXR
0x58a	0x001c3624	0	OPS
0x58c	0x001c368c	0	OP-TABLE2
0x5a6	0x001c3aa4	0	0F.
0x5ac	0x001c3b14	0	OP-TABLE
0x5c6	0x001c3f30	0	DIS-OP
0x5d5	0x001c3fe0	0	NEXT-INST
0x5d7	0x001c4008	0	INST
0x5e5	0x001c4148	0	DIS-DB
0x5e6	0x001c4198	0	DIS-DW
0x5e7	0x001c41e4	0	DIS-DD
0x5e8	0x001c4230	0	DIS-DS
0x5ea	0x001c42a0	0	DIS
0x5fc	0x001c439c	0	'"'>S
0x5fe	0x001c43e0	0	=CALL-XT?
0x60a	0x001c44d4	0	.INLINE-STRING
0x612	0x001c45c4	0	NEXT-INLINE-STRING?
0x613	0x001c4600	0	CHECK-NEXT-INLINE-STRING
0x61f	0x001c46c4	0	?.INLINE-STRING
0x629	0x001c470c	0	NEXT?
0x62f	0x001c4790	0	SHOW-NEXT?
0x634	0x001c47c0	0	STC-NEST-CODES
0x638	0x001c47e4	0	REST
0x65e	0x001c4950	0	SHOW-NEXT-ON
0x661	0x001c498c	0	SHOW-NEXT-OFF
0x664	0x001c49c0	0	REST
0x666	0x001c49f0	0	SEEMORE
0x4d	0x0002e1a8	0	B/FLOAT
0x7	0x0002e1b0	0	LOGFILE
0x9	0x0002e1ec	0	LOGFILENAME
0xa	0x0002e1fc	0	LOGFILEDEFAULT
0xb	0x0002e20c	0	LOGHNDL
0xc	0x0002e21c	0	PLAYHNDL
0xd	0x0002e22c	0	LOGOUT
0xe	0x0002e23c	0	LOGTABSIZE
0xf	0x0002e24c	0	LOG#
0x11	0x0002e25c	0	LOGFILEBUF
0x1e	0x0002e2dc	0	GETLOGNAME:
0x22	0x0002e308	0	SETLOGTAB:
0x26	0x0002e32c	0	CLOSELOG:
0x2c	0x0002e36c	0	"LOG:
0x36	0x0002e3ec	0	LOGSPACES:
0x3a	0x0002e434	0	LOGTAB:
0x3f	0x0002e48c	0	&KEY
0x41	0x0002e494	0	LOGEMIT:
0x4b	0x0002e528	0	LOGCR:
0x54	0x0002e5b0	0	OPENLOG:
0x74	0x0002e7d8	0	"NEWLOG:
0x81	0x0002e894	0	NEWLOG:
0x8a	0x0002e954	0	PLAYCLOSE:
0x91	0x0002e994	0	PLAYLOG:
0xa1	0x0002ea74	0	KEYBUF
0xa3	0x0002ea84	1	GET1LINE
0xaf	0x0002eb84	1	GET1HEXLINE
0xb5	0x0002ebd0	1	CHARTOKEY
0xbd	0x0002ec64	0	PLAYKEY:
0xc4	0x0002eca4	0	PLAYING:
0xca	0x0002ecd0	0	KEY-LOG-FILE
0xcc	0x0002ee84	0	LOG-MORE
0xcf	0x0002ee94	0	LOGGING?
0xd1	0x0002eea4	0	IGNORED-KEYS
0xd3	0x0002eeb4	0	VIEW-IGNORED-KEYS
0xd9	0x0002eec0	1	F"LOG
0xdc	0x0002eef8	1	LOG-EMIT
0x126	0x0002f708	1	"LOG
0x136	0x0002f804	0	MENUKEY-MORE
0x139	0x0002f814	1	LOG-ALSO
0x13c	0x0002f82c	1	LOGGING-ON
0x142	0x0002f884	1	LOGGING-OFF
0x148	0x0002f8dc	1	NEW-LOG
0x14c	0x0002f904	1	"NEW-LOG
0x150	0x0002f92c	1	PLAY1KEY
0x15a	0x0002f990	0	PLAY0CNT
0x15b	0x0002f9a0	0	PLAYRATE
0x15d	0x0002f9b0	1	PLAY1KEY?
